route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_color
1,25,1,ת. רכבת יבנה מערב-יבנה<->ת. רכבת יבנה מזרח-יבנה-1#,67001-1-#,3,
2,25,1,ת. רכבת יבנה מזרח-יבנה<->ת. רכבת יבנה מערב-יבנה-2#,67001-2-#,3,
3,25,2,ת. רכבת יבנה מערב-יבנה<->ת. רכבת יבנה מזרח-יבנה-1#,56002-1-#,3,
4,25,2א,ת. רכבת יבנה מערב-יבנה<->ת. רכבת יבנה מזרח-יבנה-11,56002-1-1,3,
5,25,2,ת. רכבת יבנה מזרח-יבנה<->ת. רכבת יבנה מערב-יבנה-2#,56002-2-#,3,
6,25,2א,ת. רכבת יבנה מזרח-יבנה<->ת. רכבת יבנה מערב-יבנה-21,56002-2-1,3,
7,25,3,ת. רכבת יבנה מערב-יבנה<->ת. רכבת יבנה מזרח-יבנה-1#,49003-1-#,3,
8,25,3,ת. רכבת יבנה מזרח-יבנה<->ת. רכבת יבנה מערב-יבנה-2#,49003-2-#,3,
9,25,4,ת. רכבת יבנה מערב-יבנה<->ת. רכבת יבנה מזרח-יבנה-1#,47004-1-#,3,
10,25,4,ת. רכבת יבנה מזרח-יבנה<->ת. רכבת יבנה מערב-יבנה-2#,47004-2-#,3,
11,25,5,ת. רכבת יבנה מערב-יבנה<->הרימון/הברוש-בן זכאי-1#,41005-1-#,3,
12,25,5,הרימון/הברוש-בן זכאי<->ת. רכבת יבנה מערב-יבנה-2#,41005-2-#,3,
21,25,17,ת. מרכזית אשדוד/רציפים-אשדוד<->דרך מנחם בגין/חיים נחמן ביאליק-גן יבנה-1#,27017-1-#,3,
22,25,17א,ת. מרכזית אשדוד/רציפים-אשדוד<->דרך מנחם בגין/חיים נחמן ביאליק-גן יבנה-11,27017-1-1,3,
23,25,17,דרך מנחם בגין/החציר-גן יבנה<->ת. מרכזית אשדוד-אשדוד-2#,27017-2-#,3,
24,25,17א,דרך מנחם בגין/החציר-גן יבנה<->ת. מרכזית אשדוד-אשדוד-21,27017-2-1,3,
25,25,35,ת. מרכזית יבנה/רציפים-יבנה<->הדר/התפוח-קדרון-1#,23035-1-#,3,
26,25,35,הדר/התפוח-קדרון<->ת. מרכזית יבנה-יבנה-2#,23035-2-#,3,
28,25,36,שדרות הבנים/השקד-שתולים<->ת. רכבת רחובות/הורדה-רחובות-1#,19036-1-#,3,
30,25,36,ת. רכבת רחובות/רציפים בין עירוני-רחובות<->שדרות הבנים/השקד-שתולים-2#,19036-2-#,3,
31,25,37,חשמונאים/שלומציון-גן יבנה<->ת. רכבת רחובות/הורדה-רחובות-1#,20037-1-#,3,
32,25,37,ת. רכבת רחובות/רציפים בין עירוני-רחובות<->מרכז מסחרי/חשמונאים-גן יבנה-2#,20037-2-#,3,
35,25,48,ת. מרכזית יבנה/רציפים-יבנה<->ת. מרכזית רחובות/הורדה-רחובות-1#,22048-1-#,3,
37,25,48,ת. מרכזית רחובות/רציפים-רחובות<->ת. מרכזית יבנה-יבנה-2#,22048-2-#,3,
39,25,178,גיבורי החיל/שדרות הציונות-יבנה<->ת.מרכזית תל אביב קומה 6/הורדה-תל אביב יפו-1#,10178-1-#,3,
40,25,178,ת.מרכזית תל אביב קומה 6/רציפים-תל אביב יפו<->גיבורי החיל/הנמל-יבנה-2#,10178-2-#,3,
43,25,212,ת. מרכזית אשדוד/רציפים-אשדוד<->ת. מרכזית רחובות/הורדה-רחובות-1#,10212-1-#,3,
44,25,212,ת. מרכזית רחובות/רציפים-רחובות<->ת. מרכזית אשדוד-אשדוד-2#,10212-2-#,3,
46,25,220,ת. מרכזית אשדוד/רציפים-אשדוד<->ת. מרכזית רחובות/הורדה-רחובות-1#,13220-1-#,3,
47,25,220,ת. מרכזית רחובות/רציפים-רחובות<->ת. מרכזית אשדוד-אשדוד-2#,13220-2-#,3,
50,25,280,ת. מרכזית אשדוד/רציפים-אשדוד<->ת. רכבת תל אביב - סבידור/הורדה-תל אביב יפו-1#,12280-1-#,3,
51,25,280,ת. רכבת תל אביב- סבידור/רציפים A-תל אביב יפו<->ת. מרכזית אשדוד-אשדוד-2#,12280-2-#,3,
56,25,284,ת. מרכזית אשדוד/רציפים-אשדוד<->ת. מרכזית ראשל''צ-ראשון לציון-1#,12284-1-#,3,
57,25,284,ת. מרכזית רשל''צ/רציפים-ראשון לציון<->ת. מרכזית אשדוד-אשדוד-2#,12284-2-#,3,
58,25,312,ת. מרכזית אשדוד/רציפים-אשדוד<->ת.מרכזית תל אביב קומה 6/הורדה-תל אביב יפו-1#,11312-1-#,3,
60,25,312,ת.מרכזית תל אביב קומה 6/רציפים-תל אביב יפו<->ת. מרכזית אשדוד-אשדוד-2#,11312-2-#,3,
61,25,313,ת. מרכזית אשדוד/רציפים-אשדוד<->ת. מרכזית רמלה/הורדה-רמלה-1#,10313-1-#,3,
62,25,313,ת. מרכזית רמלה/רציפים-רמלה<->ת. מרכזית אשדוד-אשדוד-2#,10313-2-#,3,
64,25,314,ת. מרכזית אשדוד/רציפים-אשדוד<->מסוף קרית אונו-קרית אונו-1#,11314-1-#,3,
65,25,314,מסוף קרית אונו-קרית אונו<->ת. מרכזית אשדוד-אשדוד-2#,11314-2-#,3,
66,25,315,ת. מרכזית אשדוד/רציפים-אשדוד<->בי''ח שיב''א/שדרות אהרון קציר-רמת גן-1#,10315-1-#,3,
67,25,315,בי''ח שיב''א/שדרות אהרון קציר-רמת גן<->ת. מרכזית אשדוד-אשדוד-2#,10315-2-#,3,
68,25,320,ת. מרכזית אשדוד/רציפים-אשדוד<->ת.מרכזית תל אביב קומה 6/הורדה-תל אביב יפו-1#,11320-1-#,3,
69,25,320,ת.מרכזית תל אביב קומה 6/רציפים-תל אביב יפו<->ת. מרכזית אשדוד-אשדוד-2#,11320-2-#,3,
70,25,321,שד. בני ברית/יצחק רבין-אשדוד<->ת.מרכזית תל אביב קומה 6/הורדה-תל אביב יפו-1#,12321-1-#,3,
71,25,321,תל חי/ברקת-אשדוד<->ת.מרכזית תל אביב קומה 6/הורדה-תל אביב יפו-11,12321-1-1,3,
72,25,321,ת.מרכזית תל אביב קומה 6/רציפים-תל אביב יפו<->כיכר טופז-אשדוד-2#,12321-2-#,3,
73,25,322,רכבת/מסוף ביג - רציפים-אשדוד<->דבורה הנביאה/ראול ולנברג-תל אביב יפו-1#,11322-1-#,3,
75,25,322,דבורה הנביאה/ראול ולנברג-תל אביב יפו<->רכבת/מסוף ביג - הורדה-אשדוד-2#,11322-2-#,3,
77,25,323,ת. מרכזית אשדוד/רציפים-אשדוד<->ת. מרכזית רמלה/הורדה-רמלה-1#,11323-1-#,3,
79,25,323,ת. מרכזית רמלה/רציפים-רמלה<->ת. מרכזית אשדוד-אשדוד-2#,11323-2-#,3,
80,25,324,אדר/כוכב השחר-אשדוד<->ת.מרכזית תל אביב קומה 6/הורדה-תל אביב יפו-1#,11324-1-#,3,
81,25,326,אלטלנה/מנחם בגין-אשדוד<->ת.מרכזית תל אביב קומה 6/הורדה-תל אביב יפו-1#,11326-1-#,3,
82,25,330,ת. מרכזית אשדוד/רציפים-אשדוד<->נתב''ג טרמינל 3/קומת תח''צ-נמל תעופה בן גוריון-1#,11330-1-#,3,
83,25,330,נתב''ג טרמינל 3/קומת תח''צ-נמל תעופה בן גוריון<->ת. מרכזית אשדוד-אשדוד-2#,11330-2-#,3,
85,25,340,הכוהנים/השקד-בני עי''ש<->ת.מרכזית תל אביב קומה 6/הורדה-תל אביב יפו-1#,13340-1-#,3,
87,25,340,ת.מרכזית תל אביב קומה 6/רציפים-תל אביב יפו<->הכוהנים/התאנה-בני עי''ש-2#,13340-2-#,3,
94,25,333,מסוף הריביירה-אשדוד<->מסוף רדינג/הורדה-תל אביב יפו-1#,13333-1-#,3,9933FF
95,25,333,מסוף רדינג/רציפים-תל אביב יפו<->מסוף הריביירה-אשדוד-2#,13333-2-#,3,9933FF
97,25,49,ת. מרכזית יבנה/רציפים-יבנה<->ת. רכבת רחובות/הורדה-רחובות-1#,21049-1-#,3,
98,25,49,ת. רכבת רחובות/רציפים בין עירוני-רחובות<->ת. מרכזית יבנה-יבנה-2#,21049-2-#,3,
121,18,462,ארבע עונות/נירים-לוד<->ת. רכבת תל אביב - סבידור/חנה וסע-תל אביב יפו-11,10462-1-1,3,
128,18,475,ארבע עונות/נירים-לוד<->ת.מרכזית תל אביב קומה 6/הורדה-תל אביב יפו-11,10475-1-1,3,
129,18,475,האלה/דקר-לוד<->ת.מרכזית תל אביב קומה 6/הורדה-תל אביב יפו-12,10475-1-2,3,
131,18,475,ת.מרכזית תל אביב קומה 6/רציפים-תל אביב יפו<->ארבע עונות/חללי אגוז-לוד-21,10475-2-1,3,
132,18,475,ת.מרכזית תל אביב קומה 6/רציפים-תל אביב יפו<->האלה/דרך לוד הירוקה-לוד-22,10475-2-2,3,
142,32,2א,שד. הצנחנים / צבי בן יעקב-באר שבע<->מסוף רמות-באר שבע-11,61002-1-1,3,
143,32,2א,מסוף רמות-באר שבע<->שד. הצנחנים / צבי בן יעקב-באר שבע-21,61002-2-1,3,
178,32,14א,ת. רכבת ב''ש צפון-באר שבע<->חניון רכב כבד/הבונים-באר שבע-11,33014-1-1,3,
180,32,14א,חניון רכב כבד/הבונים-באר שבע<->ת. רכבת ב''ש צפון-באר שבע-21,33014-2-1,3,
185,32,16א,כפר האירוסים/דרך אילן רמון-באר שבע<->מרכז ביג/המשק-באר שבע-11,32016-1-1,3,
187,32,16א,מרכז ביג/המשק-באר שבע<->מכללה טכנולוגית חיל האוויר/דרך אילן רמון-באר שבע-21,32016-2-1,3,
195,32,18א,מסוף י''א-באר שבע<->ת.מרכזית/עירוניים לצפון-באר שבע-21,31018-2-1,3,
216,32,32א,מסוף י''א-באר שבע<->חניון רכב כבד/הבונים-באר שבע-11,23032-1-1,3,9933FF
229,23,1,אלחזאן/חטין-רהט<->מחסן עירייה-רהט-10,74001-1-0,3,
230,23,1,מחסן עירייה-רהט<->אלחזאן/חטין-רהט-20,74001-2-0,3,
233,23,3,מסוף תפוז/אלסאלם-רהט<->רפח/אלבואי-רהט-10,56003-1-0,3,
234,23,3,אלבואי/רפח-רהט<->מסוף תפוז/אלסאלם-רהט-20,56003-2-0,3,
239,23,41,שובל/מרכז-שובל<->ת. רכבת להבים רהט-להבים-10,21041-1-0,3,33CC33
240,23,41,שובל/מרכז-שובל<->ת. רכבת להבים רהט-להבים-11,21041-1-1,3,33CC33
241,23,41,ת. רכבת להבים רהט-להבים<->שובל/מרכז-שובל-20,21041-2-0,3,33CC33
242,23,41,ת. רכבת להבים רהט-להבים<->שובל/מרכז-שובל-21,21041-2-1,3,33CC33
243,23,450,חממות-רהט<->שדרות נפתלי אימבר/קק''ל-באר שבע-10,13450-1-0,3,
245,23,450,שדרות נפתלי הרץ אימבר/כפר דרום-באר שבע<->חממות-רהט-20,13450-2-0,3,
247,23,451,חממות דרום-רהט<->שדרות נפתלי אימבר/קק''ל-באר שבע-10,12451-1-0,3,
248,23,452,בית ספר אל הודא-רהט<->שדרות נפתלי אימבר/קק''ל-באר שבע-10,12452-1-0,3,
251,23,455,חממות-רהט<->שדרות נפתלי אימבר/קק''ל-באר שבע-10,11455-1-0,3,
252,23,455,שדרות נפתלי הרץ אימבר/כפר דרום-באר שבע<->חממות-רהט-20,11455-2-0,3,
258,14,2,מצדה/חרמון-מעלות תרשיחא<->דולב/קהילת יהדות צרפת-מעלות תרשיחא-1#,41002-1-#,3,
259,14,2,מצדה/חרמון-מעלות תרשיחא<->דולב/קהילת יהדות צרפת-מעלות תרשיחא-11,41002-1-1,3,
260,14,2,הסחלב/קהילת יהדות צרפת-מעלות תרשיחא<->מצדה/חרמון-מעלות תרשיחא-2#,41002-2-#,3,
261,14,2,הסחלב/קהילת יהדות צרפת-מעלות תרשיחא<->מצדה/חרמון-מעלות תרשיחא-21,41002-2-1,3,
263,14,2,שוק/ז'בוטינסקי-צפת<->שוק/ז'בוטינסקי-צפת-3#,42002-3-#,3,
264,14,3,הר מירון/החלוץ-נהריה<->קניון נהריה-נהריה-1ב,35003-1-ב,3,
285,14,6א,ת. מרכזית צפת/רציפים-צפת<->ת. מרכזית צפת/הורדה-צפת-2ב,26006-2-ב,3,
299,14,9,עכברה-צפת<->ת. מרכזית צפת/הורדה-צפת-2#,21009-2-#,3,
305,14,12,קניון תרשיחא-מעלות תרשיחא<->מתחם ביג כרמיאל-כרמיאל-1#,26012-1-#,3,
307,14,12,מתחם ביג כרמיאל-כרמיאל<->המעפילים/כלנית-מעלות תרשיחא-2#,26012-2-#,3,
312,14,22,ת. מרכזית נהריה/רציפים-נהריה<->ת. מרכזית נהריה/הורדה-נהריה-3#,23022-3-#,3,
316,14,24,ת. מרכזית נהריה/רציפים-נהריה<->עראמשה י/תחנה סופית-עראמשה-1#,18024-1-#,3,
317,14,24,שכונה צפונית א-עראמשה<->ת. מרכזית נהריה/הורדה-נהריה-2#,18024-2-#,3,
321,14,27,ת. מרכזית נהריה/רציפים-נהריה<->שתולה מרכז-שתולה-1#,17027-1-#,3,
323,14,27,שתולה מרכז-שתולה<->ת. מרכזית נהריה/הורדה-נהריה-2#,17027-2-#,3,
325,14,28,ת. מרכזית נהריה/רציפים-נהריה<->סאסא-סאסא-1#,20028-1-#,3,
327,14,28,סאסא-סאסא<->ת. מרכזית נהריה/הורדה-נהריה-2#,20028-2-#,3,
341,14,39,ת. מרכזית נהריה/רציפים-נהריה<->בית ספר כפר ורדים-כפר ורדים-1#,14039-1-#,3,
342,14,39,ת. מרכזית נהריה/רציפים-נהריה<->בית כנסת/ז'בוטינסקי-מעלות תרשיחא-1ם,14039-1-ם,3,
344,14,39,עירייה-מעלות תרשיחא<->ת. מרכזית נהריה/הורדה-נהריה-2#,14039-2-#,3,
345,14,40,ת. מרכזית נהריה/רציפים-נהריה<->אבירים ב-אבירים-1#,18040-1-#,3,
350,14,40,אבירים א-אבירים<->ת. מרכזית נהריה/הורדה-נהריה-2ן,18040-2-ן,3,
353,14,41,ת. מרכזית נהריה/רציפים-נהריה<->הרב קוק/ז'בוטינסקי-מעלות תרשיחא-1#,16041-1-#,3,
354,14,41,עירייה-מעלות תרשיחא<->ת. מרכזית נהריה/הורדה-נהריה-2#,16041-2-#,3,
356,14,42,ת. מרכזית נהריה/רציפים-נהריה<->ת. מרכזית נהריה/הורדה-נהריה-3א,17042-3-א,3,
360,14,43,ת. מרכזית נהריה/רציפים-נהריה<->כיכר המזרקה-יאנוח ג'ת-1ן,19043-1-ן,3,
363,14,43,כיכר המזרקה-יאנוח ג'ת<->ת. מרכזית נהריה/הורדה-נהריה-2א,19043-2-א,3,
364,14,44,ת. מרכזית נהריה/רציפים-נהריה<->מסעדת אלשריף-בית ג'ן-1#,16044-1-#,3,
370,14,44,בית ג'ן 1-בית ג'ן<->ת. מרכזית נהריה/הורדה-נהריה-2ב,16044-2-ב,3,
371,14,44,בית ג'ן 1-בית ג'ן<->ת. מרכזית נהריה/הורדה-נהריה-2צ,16044-2-צ,3,
372,14,45,ת. מרכזית נהריה/רציפים-נהריה<->כיכר כיסרא-כיסרא סומיע-1#,16045-1-#,3,
375,14,45,כיכר-כיסרא סומיע<->ת. מרכזית נהריה/הורדה-נהריה-2ב,16045-2-ב,3,
379,14,45,ת. מרכזית צפת/רציפים-צפת<->ת. מרכזית ק''ש/הורדה-קרית שמונה-1#,17045-1-#,3,
381,14,45,ת. מרכזית ק''ש/רציפים-קרית שמונה<->ת. מרכזית צפת/הורדה-צפת-2#,17045-2-#,3,
383,14,47,ת. מרכזית נהריה/רציפים-נהריה<->מכללת מזרח התיכון-ירכא-1#,17047-1-#,3,
384,14,47,מסעף גוליס/מרכז מזון ירכא-ירכא<->ת. מרכזית נהריה/הורדה-נהריה-2#,17047-2-#,3,
386,14,65,פארק 1-נחף<->בריאות השן-דייר אל אסד-1#,16065-1-#,3,
388,14,65,אל ג'בל א-דייר אל אסד<->פארק 2-נחף-2#,16065-2-#,3,
391,14,66,מרכז טניס-סאג'ור<->מסעף מג'ד אל כרום מזרח-מג'ד אל כרום-1#,17066-1-#,3,
394,14,66,מסעף מג'ד אל כרום מזרח-מג'ד אל כרום<->מרכז טניס-סאג'ור-2#,17066-2-#,3,
396,14,75,מתת מרכז-מתת<->בית ספר ניסויי תפן-כפר ורדים-1#,22075-1-#,3,FF9933
397,14,75,בית ספר ניסויי תפן-כפר ורדים<->מתת-מתת-2#,22075-2-#,3,FF9933
398,14,75,בית ספר ניסויי תפן-כפר ורדים<->מתת-מתת-21,22075-2-1,3,FF9933
399,14,76,אבירים ב-אבירים<->בית ספר ניסויי תפן-כפר ורדים-1#,18076-1-#,3,FF9933
400,14,76,בית ספר ניסויי תפן-כפר ורדים<->אבירים ב-אבירים-2#,18076-2-#,3,FF9933
404,14,81,ת. מרכזית נהריה/רציפים-נהריה<->סאסא-סאסא-1#,32081-1-#,3,
405,14,82,שד. ירושלים/החשמונאים-מעלות תרשיחא<->עירייה-מעלות תרשיחא-1#,33082-1-#,3,FF9933
406,14,82,מ''ג המעפילים/הזית-מעלות תרשיחא<->עירייה-מעלות תרשיחא-11,33082-1-1,3,FF9933
407,14,82,אורט/נרקיס-מעלות תרשיחא<->עירייה-מעלות תרשיחא-2#,33082-2-#,3,FF9933
408,14,82,אורט/נרקיס-מעלות תרשיחא<->עירייה-מעלות תרשיחא-21,33082-2-1,3,FF9933
412,14,82,הרבי מלובאוויטש/כ''ב ילדי מעלות-צפת<->בי''ס בירב/כ''ב ילדי מעלות-צפת-1#,35082-1-#,3,FF9933
413,14,82,בית ספר בירב-צפת<->צומת צפת-ביריה-2#,35082-2-#,3,FF9933
414,14,82,בית ספר נועם-צפת<->צומת צפת-ביריה-21,35082-2-1,3,FF9933
424,14,84,הפלמ''ח-צפת<->הרבי מילובאוויטש/ההסתדרות-צפת-1#,26084-1-#,3,FF9933
425,14,84,דוד אלעזר/יפה נוף-צפת<->הרבי מילובאוויטש/ההסתדרות-צפת-11,26084-1-1,3,FF9933
426,14,84,הפלמ''ח-צפת<->הרבי מילובאוויטש/ההסתדרות-צפת-12,26084-1-2,3,FF9933
428,14,84,קופת חולים כנען/גיורא יוספטל-צפת<->שפרינצק/קרן היסוד-צפת-2#,26084-2-#,3,FF9933
429,14,84,חב''ד בנות/הרבי מלובאוויטש-צפת<->שפרינצק/קרן היסוד-צפת-21,26084-2-1,3,FF9933
439,14,86,מאר אליאס/א רוסיה-פסוטה<->בית ספר מעליא-מעיליא-11,25086-1-1,3,FF9933
440,14,86,בית ספר מקיף תרשיחא-מעלות תרשיחא<->מאר אליאס/אל מרג'-פסוטה-2#,25086-2-#,3,FF9933
441,14,86,בית ספר מעליא-מעיליא<->מאר אליאס/אל מרג'-פסוטה-21,25086-2-1,3,FF9933
444,14,86,המעוף/הר וגיא-צפת<->הרבי מילובאוויטש/ההסתדרות-צפת-1#,27086-1-#,3,FF9933
445,14,86,המעוף/הר וגיא-צפת<->יוספטל/טיילת ג'ינה-צפת-14,27086-1-4,3,FF9933
447,14,86,הרבי מילובאוויטש/ההסתדרות-צפת<->צומת צפת-ביריה-2#,27086-2-#,3,FF9933
448,14,86,יוספטל/טיילת ג'ינה-צפת<->צומת צפת-ביריה-21,27086-2-1,3,FF9933
452,14,87,'הגדוד השלישי ב-צפת<->בית ספר ממלכתי ב-צפת-1#,31087-1-#,3,FF9933
453,14,87,הר וגיא/שבעת המינים-צפת<->בית ספר ממלכתי ב-צפת-11,31087-1-1,3,FF9933
454,14,87,נוף כנרת 1-צפת<->בית ספר ממלכתי ב-צפת-12,31087-1-2,3,FF9933
455,14,87,השבעה/זלמן שז''ר-צפת<->בית ספר ממלכתי ב-צפת-13,31087-1-3,3,FF9933
456,14,87,בית ספר ממלכתי ב-צפת<->צומת צפת-ביריה-2#,31087-2-#,3,FF9933
458,14,87,בית ספר ממלכתי ב-צפת<->מצפה האגם 1-צפת-22,31087-2-2,3,FF9933
459,14,87,בית ספר ממלכתי ב-צפת<->נוף כנרת 8-צפת-23,31087-2-3,3,FF9933
462,14,96,כניסה מזרחית-כיסרא סומיע<->בית ספר מעליא-מעיליא-1#,29096-1-#,3,FF9933
463,14,96,בית ספר נוטרדאם-מעיליא<->כפר סמיע ז-כיסרא סומיע-2#,29096-2-#,3,FF9933
464,14,96,בית ספר נוטרדאם-מעיליא<->כפר סמיע ז-כיסרא סומיע-21,29096-2-1,3,FF9933
465,14,367,ת. מרכזית נהריה/רציפים-נהריה<->ת. מרכזית צפת/הורדה-צפת-1#,10367-1-#,3,
466,14,367,הרב קוק/ז'בוטינסקי-מעלות תרשיחא<->ת. מרכזית צפת/הורדה-צפת-11,10367-1-1,3,
467,14,367,ת. מרכזית צפת/רציפים-צפת<->ת. מרכזית נהריה/הורדה-נהריה-2#,10367-2-#,3,
478,14,511,ת. מרכזית ק''ש/רציפים-קרית שמונה<->ת. מרכזית צפת/הורדה-צפת-2ר,10511-2-ר,3,
479,14,522,ת. מרכזית צפת/רציפים-צפת<->ישיבת שפתי צדיק/שלב ג-חצור הגלילית-1#,11522-1-#,3,
484,14,522,טעם הצבי/שלב א-חצור הגלילית<->ת. מרכזית צפת/הורדה-צפת-2#,11522-2-#,3,
489,14,43,ת. מרכזית צפת/רציפים-צפת<->ת. מרכזית ק''ש/הורדה-קרית שמונה-1#,20043-1-#,3,
493,14,43,ת. מרכזית ק''ש/רציפים-קרית שמונה<->ת. מרכזית צפת/הורדה-צפת-2#,20043-2-#,3,
495,14,1,בן גוריון/השיקמה-מעלות תרשיחא<->דולב/קהילת יהדות צרפת-מעלות תרשיחא-1#,53001-1-#,3,
496,14,1,הסחלב/קהילת יהדות צרפת-מעלות תרשיחא<->בית כנסת/ז'בוטינסקי-מעלות תרשיחא-2#,53001-2-#,3,
500,14,4,שכונה בדואית 4-מעלות תרשיחא<->שכונה בדואית 4-מעלות תרשיחא-3#,37004-3-#,3,
509,14,35,כלנית/איריס-מעלות תרשיחא<->ת.מרכזית עכו/דרך הארבעה-עכו-1#,19035-1-#,3,
510,14,35,כלנית/איריס-מעלות תרשיחא<->ת.מרכזית עכו/דרך הארבעה-עכו-11,19035-1-1,3,
511,14,35,ת.מרכזית עכו/דרך הארבעה-עכו<->שד. מ''ג המעפילים/כלנית-מעלות תרשיחא-2#,19035-2-#,3,
512,14,35,ת.מרכזית עכו/דרך הארבעה-עכו<->שד. מ''ג המעפילים/כלנית-מעלות תרשיחא-21,19035-2-1,3,
513,14,46,ת. מרכזית נהריה/רציפים-נהריה<->תיכון עמל-כיסרא סומיע-1#,16046-1-#,3,
514,14,46,כיכר חיילים משוחררים-כיסרא סומיע<->ת. מרכזית נהריה/הורדה-נהריה-2#,16046-2-#,3,
515,14,294,מאר אליאס/א רוסיה-פסוטה<->אוניברסיטה/רב תכליתי-חיפה-1#,11294-1-#,3,
516,14,294,אוניברסיטה/רב תכליתי-חיפה<->מאר אליאס/אל מרג'-פסוטה-2#,11294-2-#,3,
517,14,295,ראמה ו/כניסה-ראמה<->אוניברסיטה/רב תכליתי-חיפה-1#,11295-1-#,3,
518,14,295,אוניברסיטה/רב תכליתי-חיפה<->ראמה ה/יציאה-ראמה-2#,11295-2-#,3,
635,18,70,ת. מרכזית חדרה/רציפים-חדרה<->הנדיב/המייסדים-זכרון יעקב-11,21070-1-1,3,
637,18,70,הנדיב/המייסדים-זכרון יעקב<->ת. מרכזית חדרה/רציפים-חדרה-21,21070-2-1,3,
696,15,600,ת. מרכזית נתניה/רציפים-נתניה<->ת.מרכזית תל אביב קומה 6/הורדה-תל אביב יפו-1#,10600-1-#,3,
697,15,600,ת.מרכזית תל אביב קומה 6/רציפים-תל אביב יפו<->ת. מרכזית נתניה-נתניה-2#,10600-2-#,3,
698,15,601,ת. רכבת נתניה-נתניה<->ת.מרכזית תל אביב קומה 6/הורדה-תל אביב יפו-1#,10601-1-#,3,
700,15,601,ת.מרכזית תל אביב קומה 6/רציפים-תל אביב יפו<->ת. רכבת נתניה-נתניה-2#,10601-2-#,3,
707,15,604,ת. מרכזית נתניה/רציפים-נתניה<->מסוף רדינג/הורדה-תל אביב יפו-1#,10604-1-#,3,
709,15,604,מסוף רדינג/רציפים-תל אביב יפו<->ת. מרכזית נתניה-נתניה-2#,10604-2-#,3,
711,15,605,ת. מרכזית נתניה/רציפים-נתניה<->ת.מרכזית תל אביב קומה 6/הורדה-תל אביב יפו-1#,10605-1-#,3,
712,15,605,ת.מרכזית תל אביב קומה 6/רציפים-תל אביב יפו<->ת. מרכזית נתניה-נתניה-2#,10605-2-#,3,
718,15,650,ת.מרכזית תל אביב קומה 6/רציפים-תל אביב יפו<->המלכים/ העומר -נתניה-2#,10650-2-#,3,
719,15,606,ת. רכבת נתניה-נתניה<->ת.מרכזית תל אביב קומה 6/הורדה-תל אביב יפו-1#,10606-1-#,3,
721,15,606,ת.מרכזית תל אביב קומה 6/רציפים-תל אביב יפו<->ת. רכבת נתניה-נתניה-2#,10606-2-#,3,
722,15,607,מכללת נתניה/החינוך העברי-נתניה<->ת.מרכזית תל אביב קומה 6/הורדה-תל אביב יפו-1#,10607-1-#,3,
723,15,613,הרצוג/עובדיה מברטנורא-נתניה<->בית העלמין/חזון אי''ש-בני ברק-1#,10613-1-#,3,
724,15,613,בית העלמין/חזון אי''ש-בני ברק<->קמיל הויסמנס/בלפור-נתניה-2#,10613-2-#,3,
725,15,610,ת. רכבת נתניה-נתניה<->איזור התעשיה כפר סבא-כפר סבא-1#,10610-1-#,3,
727,15,610,איזור התעשיה כפר סבא-כפר סבא<->ת. רכבת נתניה-נתניה-2#,10610-2-#,3,
847,16,2,ת.מרכזית עפולה/רציפים-עפולה<->כפר דחי-דחי-10,57002-1-0,3,
849,16,2,דחי/יציאה-דחי<->ת.מרכזית עפולה/הורדה-עפולה-20,57002-2-0,3,
850,16,3,ת.מרכזית עפולה/רציפים-עפולה<->צוקית/טבלן-עפולה-10,52003-1-0,3,
852,16,3,צוקית/טבלן-עפולה<->ת.מרכזית עפולה/הורדה-עפולה-20,52003-2-0,3,
860,16,10,ת.מרכזית עפולה/רציפים-עפולה<->התעשיה/חיטה-עפולה-10,34010-1-0,3,
861,16,10,התעשייה/החרט-עפולה<->ת.מרכזית עפולה/הורדה-עפולה-20,34010-2-0,3,
866,16,13,ת.מרכזית עפולה/רציפים-עפולה<->בית אבות משלב/ז'בוטינסקי-עפולה-10,32013-1-0,3,
867,16,13,תיכון מקיף אורט-עפולה<->ת.מרכזית עפולה/הורדה-עפולה-20,32013-2-0,3,
869,16,13,תיכון מקיף אורט-עפולה<->ת.מרכזית עפולה/שפרינצק-עפולה-22,32013-2-2,3,
872,16,14,צוקית/טבלן-עפולה<->ת.מרכזית עפולה/הורדה-עפולה-20,32014-2-0,3,
875,16,16,ת. רכבת בית שאן/איסוף-בית שאן<->קיבוץ כפר רופין-כפר רופין-10,30016-1-0,3,33CC33
877,16,16,קיבוץ כפר רופין-כפר רופין<->ת. רכבת בית שאן/הורדה-בית שאן-20,30016-2-0,3,33CC33
878,16,20,ת.מרכזית עפולה/שפרינצק-עפולה<->שוק עירוני-עפולה-10,29020-1-0,3,
879,16,20,שוק עירוני-עפולה<->ת.מרכזית עפולה/שפרינצק-עפולה-20,29020-2-0,3,
880,16,41,ת.מרכזית עפולה/רציפים-עפולה<->מועדון נוער-א טייבה-10,19041-1-0,3,
881,16,41,מועדון נוער-א טייבה<->ת.מרכזית עפולה/הורדה-עפולה-20,19041-2-0,3,
887,16,42,ת.מרכזית עפולה/רציפים-עפולה<->מועדון-גזית-10,20042-1-0,3,
888,16,42,ת.מרכזית עפולה/רציפים-עפולה<->מועדון-גזית-11,20042-1-1,3,
